" Date","Type"," Amount"
"7/17/2023","Transfer","2726.42"
"2/13/2023","Deposit","2073.7"
"9/10/2023","Transfer","1225.33"
"6/10/2023","Transfer","177.14"
"12/1/2023","Withdrawal","253.99"
"12/21/2023","Withdrawal","2098.39"
"12/14/2023","Deposit","483.73"
"12/28/2023","Deposit","568.7"
"4/28/2023","Transfer","981.56"
"10/23/2023","Deposit","2411.72"
"9/19/2023","Deposit","2962.84"
"3/16/2023","Withdrawal","3474.39"
"1/14/2023","Transfer","2436.24"
"1/5/2023","Withdrawal","3327.04"
"10/28/2023","Withdrawal","4311.92"
"7/6/2023","Withdrawal","1877.07"
"7/20/2023","Transfer","3444.31"
"10/26/2023","Transfer","3295.94"
"9/8/2023","Transfer","3186.11"
"6/4/2023","Withdrawal","2921.64"
"7/16/2023","Deposit","3633.53"
"3/10/2023","Transfer","4094.53"
"2/17/2023","Deposit","1966.73"
"9/6/2023","Withdrawal","3277.27"
"8/20/2023","Transfer","1250.07"
"4/21/2023","Deposit","3782.47"
"11/25/2023","Transfer","4403.16"
"10/8/2023","Withdrawal","3809.75"
"5/16/2023","Transfer","2460.54"
"3/19/2023","Withdrawal","675.85"
"8/19/2023","Withdrawal","4366.78"
"9/12/2023","Deposit","4074.96"
"6/9/2023","Withdrawal","3493.04"
"3/2/2023","Withdrawal","4258.91"
"3/28/2023","Transfer","2669.8"
"1/1/2023","Withdrawal","4954"
"4/21/2023","Withdrawal","4186.99"
"6/8/2023","Withdrawal","826.35"
"8/22/2023","Withdrawal","2016.75"
"3/11/2023","Deposit","858.97"
"12/30/2023","Transfer","1129.06"
"3/22/2023","Transfer","2509.85"
"7/21/2023","Withdrawal","1813.38"
"4/3/2023","Deposit","4549.6"
"12/28/2023","Deposit","10.58"
"3/13/2023","Withdrawal","61.67"
"2/26/2023","Withdrawal","4602.63"
"1/11/2023","Transfer","1202.7"
"5/26/2023","Transfer","22.33"
"5/28/2023","Transfer","2193.71"
"7/27/2023","Transfer","986.29"
"4/1/2023","Withdrawal","276.12"
"3/28/2023","Withdrawal","2657.04"
"4/19/2023","Transfer","709.49"
"10/10/2023","Transfer","4186.02"
"7/24/2023","Withdrawal","1517.79"
"4/7/2023","Transfer","1116.07"
"9/22/2023","Withdrawal","3701.39"
"9/26/2023","Transfer","4244.76"
"9/21/2023","Withdrawal","474.57"
"4/24/2023","Deposit","766.34"
"11/8/2023","Withdrawal","2378.01"
"8/7/2023","Deposit","2955.2"
"8/21/2023","Deposit","425.49"
"4/7/2023","Transfer","1881.31"
"1/7/2023","Deposit","4489.03"
"3/18/2023","Transfer","4381.65"
"5/8/2023","Deposit","1563.01"
"7/3/2023","Deposit","1144.88"
"4/14/2023","Transfer","2918"
"3/25/2023","Withdrawal","489.66"
"10/20/2023","Transfer","1174.52"
"3/5/2023","Deposit","842.12"
"8/21/2023","Transfer","1046.63"
"1/17/2023","Transfer","1081.92"
"4/3/2023","Deposit","3141.15"
"10/4/2023","Deposit","2445.68"
"3/19/2023","Deposit","4312.84"
"12/27/2023","Transfer","3680.73"
"4/21/2023","Transfer","2499.28"
"12/8/2023","Transfer","1544.03"
"11/4/2023","Withdrawal","4161.49"
"3/18/2023","Transfer","406.89"
"8/22/2023","Withdrawal","3408.19"
"4/5/2023","Deposit","573.89"
"9/25/2023","Withdrawal","2668.65"
"12/18/2023","Transfer","4509.06"
"2/15/2023","Deposit","1197.96"
"11/22/2023","Withdrawal","401.87"
"8/3/2023","Deposit","1704.1"
"11/23/2023","Deposit","2396.5"
"10/3/2023","Withdrawal","3626.8"
"3/9/2023","Deposit","158.37"
"12/7/2023","Deposit","663.11"
"10/27/2023","Transfer","2059.56"
"10/13/2023","Deposit","484.16"
"10/14/2023","Withdrawal","4779.89"
"5/7/2023","Withdrawal","2559.83"
"8/21/2023","Transfer","1890.9"
"7/1/2023","Transfer","4898.84"
"1/14/2023","Withdrawal","3234.01"
"4/12/2023","Withdrawal","2583.96"
"5/31/2023","Transfer","1213.26"
"11/21/2023","Withdrawal","1272.86"
"6/29/2023","Deposit","1817.71"
"6/27/2023","Transfer","3756.12"
"8/1/2023","Transfer","4081.86"
"2/2/2023","Transfer","968.45"
"1/9/2023","Transfer","4088.88"
"12/17/2023","Deposit","1661.38"
"9/21/2023","Transfer","1009.47"
"7/22/2023","Transfer","981.97"
"9/20/2023","Withdrawal","2322.52"
"5/29/2023","Transfer","3837.98"
"4/2/2023","Withdrawal","2857.87"
"2/22/2023","Withdrawal","2328.59"
"1/15/2023","Withdrawal","99.9"
"2/21/2023","Deposit","2822.17"
"7/19/2023","Transfer","3376.78"
"2/6/2023","Transfer","499.38"
"12/13/2023","Withdrawal","4781.32"
"3/20/2023","Transfer","466.79"
"11/13/2023","Withdrawal","3456.48"
"5/30/2023","Transfer","2627.53"
"2/5/2023","Withdrawal","4422.1"
"4/4/2023","Withdrawal","2076.33"
"12/19/2023","Withdrawal","2547.63"
"7/10/2023","Deposit","2769.09"
"6/15/2023","Withdrawal","4375.49"
"2/9/2023","Deposit","4000.24"
"3/5/2023","Deposit","1407.75"
"7/3/2023","Withdrawal","4776.73"
"9/27/2023","Deposit","3767.82"
"5/10/2023","Transfer","70.1"
"8/27/2023","Deposit","926.89"
"10/2/2023","Deposit","4280.47"
"3/19/2023","Deposit","3232.86"
"11/23/2023","Deposit","1298.06"
"5/5/2023","Withdrawal","865.4"
"1/9/2023","Transfer","742.29"
"10/16/2023","Transfer","1597.35"
"5/7/2023","Deposit","4493.66"
"8/4/2023","Transfer","1766.71"
"4/26/2023","Withdrawal","3306.9"
"11/13/2023","Deposit","566.71"
"4/16/2023","Deposit","2661.68"
"8/1/2023","Deposit","1720.94"
"2/13/2023","Transfer","811"
"3/6/2023","Deposit","3990.92"
"3/26/2023","Deposit","4079.54"
"2/26/2023","Transfer","1538.29"
"8/20/2023","Withdrawal","3272.29"
"10/7/2023","Transfer","1976.42"
"4/12/2023","Withdrawal","231.94"
"6/21/2023","Withdrawal","2144.61"
"4/15/2023","Withdrawal","2883.55"
"1/6/2023","Deposit","1502.19"
"2/3/2023","Withdrawal","4744.99"
"1/27/2023","Deposit","2794.64"
"1/18/2023","Transfer","1863.63"
"1/5/2023","Withdrawal","3677.75"
"4/28/2023","Deposit","1711.19"
"4/6/2023","Deposit","133.28"
"8/1/2023","Withdrawal","51.22"
"9/12/2023","Withdrawal","1516.83"
"2/13/2023","Withdrawal","788.36"
"12/20/2023","Deposit","1768.79"
"4/3/2023","Deposit","3850.61"
"9/4/2023","Withdrawal","1552.16"
"9/18/2023","Transfer","2802.64"
"11/13/2023","Deposit","4599.03"
"9/8/2023","Deposit","3494.48"
"8/30/2023","Transfer","2813.17"
"12/14/2023","Transfer","4336.61"
"5/14/2023","Transfer","1659.91"
"3/16/2023","Deposit","997.25"
"10/22/2023","Transfer","3738.38"
"8/28/2023","Transfer","303.38"
"5/16/2023","Deposit","2126.67"
"8/15/2023","Deposit","1442.51"
"3/25/2023","Deposit","4856.91"
"9/3/2023","Transfer","1891.71"
"8/31/2023","Withdrawal","3320.51"
"3/27/2023","Withdrawal","1349.74"
"4/22/2023","Deposit","4916.03"
"3/10/2023","Transfer","910.15"
"12/28/2023","Transfer","4534.45"
"10/13/2023","Transfer","2232.4"
"5/31/2023","Deposit","2142.1"
"6/25/2023","Withdrawal","3509.47"
"7/17/2023","Transfer","475.65"
"2/11/2023","Withdrawal","2737.99"
"1/29/2023","Withdrawal","1107.65"
"3/26/2023","Transfer","794.04"
"11/23/2023","Deposit","4388.6"
"8/17/2023","Withdrawal","4986.46"
"6/22/2023","Withdrawal","4856.27"
"2/10/2023","Withdrawal","4107.59"
"7/20/2023","Withdrawal","4600.65"
"11/15/2023","Withdrawal","4621.82"
"4/10/2023","Transfer","890.04"
"12/17/2023","Deposit","437.64"
"8/8/2023","Withdrawal","642.66"
"5/27/2023","Deposit","821.4"
"3/6/2023","Deposit","4114.01"
"4/3/2023","Transfer","4706.96"
"7/21/2023","Deposit","1765.68"
"10/19/2023","Deposit","181.47"
"7/29/2023","Deposit","1544.33"
"8/8/2023","Deposit","3533.63"
"10/27/2023","Withdrawal","4715.1"
"9/20/2023","Transfer","2253.97"
"2/7/2023","Transfer","1686.98"
"4/15/2023","Transfer","3269.58"
"9/8/2023","Deposit","1063.52"
"9/11/2023","Deposit","3831.41"
"10/5/2023","Withdrawal","2076.03"
"8/25/2023","Deposit","4886.58"
"7/22/2023","Deposit","4671.25"
"2/23/2023","Transfer","3330.19"
"7/30/2023","Deposit","3243.43"
"1/6/2023","Transfer","624.52"
"7/20/2023","Transfer","1411.92"
"12/30/2023","Transfer","4311.03"
"10/12/2023","Deposit","1821.29"
"2/12/2023","Deposit","2126.39"
"7/14/2023","Withdrawal","4200.72"
"9/5/2023","Transfer","2140.36"
"12/31/2023","Withdrawal","4251.56"
"11/14/2023","Deposit","356.45"
"9/26/2023","Deposit","3458.47"
"7/11/2023","Deposit","324.42"
"2/16/2023","Withdrawal","3952.16"
"7/7/2023","Deposit","2765.57"
"9/28/2023","Deposit","2783.8"
"9/18/2023","Deposit","1889.67"
"3/10/2023","Withdrawal","4517.65"
"9/15/2023","Withdrawal","2550.38"
"4/24/2023","Deposit","1309.58"
"10/21/2023","Transfer","4122.41"
"8/30/2023","Withdrawal","4741.19"
"4/4/2023","Withdrawal","1219.03"
"7/1/2023","Transfer","3030.27"
"10/22/2023","Withdrawal","2946.97"
"9/10/2023","Transfer","3052"
"1/20/2023","Transfer","2825.53"
"9/7/2023","Transfer","509.88"
"10/12/2023","Transfer","2068.31"
"1/17/2023","Transfer","4928.72"
"2/20/2023","Withdrawal","450.14"
"5/16/2023","Deposit","3351.48"
"5/29/2023","Transfer","4472.55"
"5/31/2023","Withdrawal","1011.28"
"4/25/2023","Deposit","4014.07"
"12/13/2023","Deposit","1216.46"
"9/19/2023","Withdrawal","161.59"
"6/29/2023","Deposit","2610.45"
"5/16/2023","Deposit","3557.26"
"4/9/2023","Transfer","992.74"
"11/21/2023","Transfer","361.44"
"10/16/2023","Withdrawal","2771.76"
"7/9/2023","Transfer","747.13"
"7/10/2023","Deposit","929.73"
"8/4/2023","Deposit","3520.25"
"6/9/2023","Transfer","3064.41"
"11/7/2023","Withdrawal","4735.4"
"10/16/2023","Withdrawal","1623.84"
"6/15/2023","Transfer","1079.81"
"9/15/2023","Withdrawal","3282.14"
"8/24/2023","Withdrawal","4860.27"
"7/28/2023","Deposit","2771.86"
"8/17/2023","Transfer","1476.14"
"3/7/2023","Transfer","4553.24"
"8/10/2023","Deposit","3055.88"
"1/15/2023","Deposit","1071.52"
"11/13/2023","Transfer","4748.58"
"6/8/2023","Transfer","1372.32"
"9/2/2023","Deposit","4493.43"
"9/8/2023","Withdrawal","3076.79"
"6/15/2023","Deposit","2518.21"
"6/6/2023","Withdrawal","1669.51"
"7/25/2023","Transfer","603.07"
"5/1/2023","Transfer","1231.61"
"6/20/2023","Transfer","1661.73"
"5/2/2023","Transfer","1450.8"
"10/6/2023","Transfer","375.9"
"1/25/2023","Deposit","2903.11"
"6/5/2023","Transfer","2381.15"
"4/9/2023","Transfer","541.25"
"12/16/2023","Transfer","2324.63"
"8/7/2023","Transfer","404.03"
"7/19/2023","Withdrawal","4658.33"
"3/24/2023","Transfer","1302.8"
"12/31/2023","Withdrawal","3626.87"
"12/30/2023","Withdrawal","1263.73"
"10/3/2023","Transfer","2377.82"
"8/10/2023","Withdrawal","4667"
"1/29/2023","Transfer","4359.72"
"5/16/2023","Withdrawal","3896.61"
"3/3/2023","Deposit","3953.05"
"6/15/2023","Transfer","4119.08"
"5/11/2023","Transfer","3715.75"
"9/16/2023","Withdrawal","4485.31"
"11/7/2023","Deposit","1757.67"
"7/25/2023","Transfer","2635.38"
"6/12/2023","Withdrawal","3235.61"
"10/27/2023","Withdrawal","997"
"6/21/2023","Transfer","2521.28"
"6/18/2023","Withdrawal","629.16"
"6/4/2023","Transfer","3062.09"
"4/2/2023","Deposit","497.13"
"6/5/2023","Deposit","2521.73"
"1/5/2023","Deposit","2313.62"
"6/20/2023","Deposit","567.84"
"7/10/2023","Withdrawal","2202.29"
"2/8/2023","Withdrawal","3392.26"
"1/10/2023","Withdrawal","2977.62"
"3/4/2023","Transfer","2295.65"
"9/22/2023","Deposit","1831.08"
"3/25/2023","Transfer","296.37"
"1/29/2023","Deposit","4779.93"
"8/1/2023","Transfer","2019.51"
"12/21/2023","Withdrawal","2088.22"
"8/9/2023","Withdrawal","650.43"
"9/28/2023","Withdrawal","2668.01"
"7/28/2023","Transfer","4896.31"
"6/1/2023","Withdrawal","1272.6"
"2/4/2023","Withdrawal","1573.55"
"3/2/2023","Deposit","1188.71"
"10/3/2023","Transfer","4334.26"
"11/10/2023","Transfer","2381.3"
"4/10/2023","Withdrawal","4119.38"
"7/22/2023","Transfer","4251.93"
"9/4/2023","Withdrawal","3747.96"
"8/10/2023","Transfer","1312.61"
"7/7/2023","Deposit","185.97"
"3/27/2023","Transfer","725.01"
"3/29/2023","Withdrawal","3487.78"
"5/22/2023","Transfer","3705.35"
"6/13/2023","Transfer","3834.22"
"5/21/2023","Deposit","1227.41"
"9/14/2023","Transfer","773.65"
"4/1/2023","Deposit","4616.08"
"9/26/2023","Deposit","3324.42"
"6/12/2023","Deposit","3712.39"
"1/18/2023","Withdrawal","478.59"
"6/11/2023","Deposit","2068.17"
"2/21/2023","Transfer","325.91"
"11/22/2023","Transfer","3292.18"
"2/27/2023","Deposit","2451.9"
"10/10/2023","Deposit","2262.8"
"5/26/2023","Deposit","4515.51"
"2/26/2023","Withdrawal","3703.19"
"1/9/2023","Deposit","4821.62"
"7/11/2023","Deposit","240.88"
"3/20/2023","Deposit","3082.23"
"5/31/2023","Deposit","3154.78"
"11/11/2023","Deposit","142.45"
"7/14/2023","Transfer","3937.53"
"7/20/2023","Transfer","776.54"
"10/5/2023","Transfer","3509.35"
"3/25/2023","Withdrawal","198.74"
"9/20/2023","Withdrawal","3072.3"
"5/25/2023","Transfer","2608.7"
"8/21/2023","Deposit","2421.55"
"5/31/2023","Deposit","1839.66"
"2/6/2023","Withdrawal","2106.99"
"11/20/2023","Withdrawal","2389.7"
"7/20/2023","Deposit","1495.47"
"12/28/2023","Withdrawal","4677.09"
"7/11/2023","Deposit","4825.36"
"1/18/2023","Transfer","1506.52"
"6/12/2023","Withdrawal","3895.67"
"10/6/2023","Transfer","3760.58"
"12/17/2023","Withdrawal","4379.16"
"7/31/2023","Transfer","29.19"
"5/15/2023","Transfer","1697.21"
"7/8/2023","Withdrawal","733.49"
"11/28/2023","Withdrawal","1960.38"
"8/31/2023","Transfer","2882.38"
"7/4/2023","Transfer","4545.16"
"7/15/2023","Deposit","4199.67"
"9/2/2023","Transfer","2500.12"
"1/15/2023","Withdrawal","127.28"
"6/24/2023","Deposit","1511.46"
"11/8/2023","Deposit","541.98"
"4/7/2023","Transfer","3256.66"
"1/14/2023","Deposit","3480.19"
"6/4/2023","Withdrawal","3247.52"
"6/15/2023","Withdrawal","1380.84"
"4/14/2023","Transfer","4598.35"
"7/31/2023","Deposit","2946.65"
"5/10/2023","Transfer","2990.27"
"1/4/2023","Transfer","4079.63"
"8/29/2023","Transfer","355.53"
"6/1/2023","Deposit","1055.94"
"5/17/2023","Withdrawal","2952.01"
"5/27/2023","Withdrawal","3056.06"
"7/9/2023","Deposit","2339.16"
"6/18/2023","Transfer","3901.89"
"5/8/2023","Withdrawal","1734.66"
"4/2/2023","Transfer","66.06"
"3/18/2023","Withdrawal","1706.4"
"3/19/2023","Transfer","4829.74"
"4/24/2023","Transfer","3897.39"
"3/15/2023","Transfer","1598.08"
"5/5/2023","Withdrawal","1120.02"
"7/31/2023","Transfer","4053.24"
"7/12/2023","Withdrawal","1007.49"
"3/17/2023","Withdrawal","2905.19"
"8/15/2023","Withdrawal","2544.72"
"12/6/2023","Withdrawal","2119.12"
"11/28/2023","Deposit","2135.55"
"5/20/2023","Withdrawal","3514.78"
"6/16/2023","Transfer","523.16"
"7/5/2023","Withdrawal","1982.18"
"11/19/2023","Transfer","4842.22"
"11/23/2023","Deposit","3893.02"
"8/3/2023","Withdrawal","114.96"
"3/18/2023","Deposit","2240.81"
"3/16/2023","Withdrawal","594.8"
"4/26/2023","Withdrawal","2428.71"
"12/6/2023","Deposit","526.88"
"2/18/2023","Transfer","1952.18"
"11/15/2023","Transfer","2729.53"
"8/27/2023","Transfer","1842.87"
"10/10/2023","Withdrawal","2897.09"
"7/17/2023","Transfer","4925.39"
"12/27/2023","Transfer","1236.48"
"2/27/2023","Withdrawal","2826.89"
"5/2/2023","Deposit","2361.91"
"5/2/2023","Transfer","4048.23"
"9/22/2023","Deposit","1581.26"
"8/1/2023","Withdrawal","3193.69"
"8/30/2023","Withdrawal","3467.86"
"8/30/2023","Transfer","4878.54"
"3/17/2023","Transfer","764.81"
"7/12/2023","Deposit","4991.47"
"12/14/2023","Transfer","3608.84"
"1/19/2023","Deposit","2287.13"
"5/2/2023","Withdrawal","1325.18"
"5/22/2023","Deposit","3147.22"
"8/6/2023","Withdrawal","717.55"
"12/2/2023","Transfer","4734.42"
"12/10/2023","Deposit","930.28"
"6/9/2023","Deposit","3873.77"
"9/19/2023","Deposit","1732.28"
"4/23/2023","Transfer","1087.07"
"12/16/2023","Transfer","4045.24"
"9/10/2023","Transfer","4440.31"
"10/6/2023","Deposit","38.05"
"1/19/2023","Deposit","4871.02"
"8/5/2023","Withdrawal","2115.38"
"8/5/2023","Deposit","489.42"
"5/10/2023","Withdrawal","2271.69"
"7/21/2023","Transfer","601.65"
"6/30/2023","Withdrawal","1301.32"
"4/18/2023","Withdrawal","2791.98"
"4/15/2023","Deposit","1802.4"
"2/12/2023","Deposit","1146.94"
"10/16/2023","Withdrawal","990.45"
"7/30/2023","Withdrawal","3186.58"
"4/29/2023","Transfer","4549.35"
"10/17/2023","Deposit","291.56"
"11/30/2023","Transfer","1228.68"
"12/22/2023","Withdrawal","3330.39"
"1/20/2023","Transfer","4936.87"
"11/14/2023","Deposit","3409.93"
"1/2/2023","Withdrawal","272.59"
"8/4/2023","Withdrawal","902.53"
"3/29/2023","Transfer","1744.86"
"9/10/2023","Deposit","795.44"
"8/11/2023","Withdrawal","919.56"
"7/27/2023","Withdrawal","1375.53"
"4/28/2023","Transfer","1870.15"
"3/9/2023","Withdrawal","1965.3"
"8/14/2023","Withdrawal","2501.89"
"3/20/2023","Deposit","4641.9"
"12/5/2023","Deposit","4966.81"
"5/27/2023","Transfer","108.37"
"2/4/2023","Withdrawal","2473.9"
"5/28/2023","Deposit","3762.88"
"12/25/2023","Transfer","375.74"
"10/24/2023","Deposit","4706.53"
"5/2/2023","Transfer","4689.18"
"2/1/2023","Transfer","1049.88"
"5/21/2023","Withdrawal","3930.87"
"11/6/2023","Transfer","2911.51"
"1/16/2023","Transfer","179.16"
"9/23/2023","Deposit","1493.54"
"9/6/2023","Transfer","1324.25"
"7/3/2023","Transfer","4399.79"
"7/13/2023","Deposit","4488.53"
"6/15/2023","Deposit","181.99"
"2/22/2023","Deposit","3709.64"
"3/23/2023","Deposit","608.07"
"2/3/2023","Withdrawal","3956.71"
"12/7/2023","Withdrawal","4229.6"
"3/26/2023","Transfer","305.66"
"7/26/2023","Deposit","1638.04"
"7/21/2023","Withdrawal","1904.67"
"2/28/2023","Transfer","4776.19"
"12/21/2023","Withdrawal","1860.89"
"1/25/2023","Withdrawal","1287.42"
"1/31/2023","Withdrawal","3102.29"
"3/15/2023","Transfer","802.88"
"1/3/2023","Withdrawal","3129.18"
"12/8/2023","Transfer","2298.29"
"4/12/2023","Deposit","3659.88"
"7/13/2023","Deposit","2898.31"
"8/3/2023","Deposit","891.15"
"5/1/2023","Deposit","4687.51"
"12/26/2023","Withdrawal","2249.42"
"11/14/2023","Withdrawal","3725.36"
"6/30/2023","Deposit","2664.39"
"12/10/2023","Transfer","4327.7"
"2/2/2023","Withdrawal","1691.76"
"8/29/2023","Withdrawal","3197.93"
"4/1/2023","Transfer","406.14"
"5/21/2023","Transfer","397.92"
"2/8/2023","Transfer","4219.25"
"1/29/2023","Deposit","4093.7"
"4/15/2023","Deposit","1802.87"
"1/25/2023","Transfer","3383.31"
"10/2/2023","Deposit","4146.63"
"4/9/2023","Deposit","727.83"
"1/16/2023","Transfer","4923.84"
"3/13/2023","Withdrawal","4430.4"
"7/18/2023","Deposit","3457.67"
"3/26/2023","Transfer","2720.71"
"8/6/2023","Transfer","4475.68"
"7/4/2023","Transfer","3699.27"
"6/22/2023","Withdrawal","2927.73"
"9/19/2023","Transfer","4459.03"
"10/20/2023","Transfer","1060.99"
"11/6/2023","Withdrawal","1229.43"
"1/4/2023","Transfer","4651.26"
"6/24/2023","Deposit","344.81"
"12/7/2023","Withdrawal","240.33"
"6/14/2023","Withdrawal","3961.79"
"8/23/2023","Transfer","2075.84"
"6/19/2023","Deposit","4582.12"
"6/25/2023","Withdrawal","1510.44"
"8/16/2023","Transfer","1443.29"
"7/8/2023","Transfer","4786.51"
"1/15/2023","Withdrawal","2773.3"
"9/11/2023","Withdrawal","3072.41"
"2/28/2023","Transfer","4491.41"
"9/4/2023","Withdrawal","1910.29"
"10/25/2023","Deposit","1246.83"
"6/8/2023","Deposit","2859.65"
"9/19/2023","Transfer","2056.01"
"10/2/2023","Deposit","826.32"
"6/15/2023","Transfer","601.82"
"5/2/2023","Withdrawal","3630.04"
"12/26/2023","Withdrawal","180.68"
"12/12/2023","Transfer","2642.44"
"6/30/2023","Transfer","1654.95"
"9/11/2023","Withdrawal","763.04"
"5/6/2023","Transfer","4454.43"
"11/27/2023","Deposit","3705.3"
"4/20/2023","Deposit","3867.76"
"5/22/2023","Deposit","2185.08"
"5/2/2023","Withdrawal","3245.25"
"1/10/2023","Withdrawal","461.81"
"9/12/2023","Withdrawal","704.99"
"1/17/2023","Transfer","1619.62"
"7/22/2023","Withdrawal","2294.3"
"1/15/2023","Withdrawal","478.16"
"1/3/2023","Deposit","2829.22"
"8/30/2023","Withdrawal","1206.61"
"11/8/2023","Transfer","3875.04"
"7/6/2023","Transfer","12.34"
"10/9/2023","Deposit","4331.73"
"4/13/2023","Deposit","3665.57"
"8/23/2023","Transfer","2735.4"
"6/27/2023","Deposit","3690.29"
"3/28/2023","Deposit","1829.25"
"11/13/2023","Transfer","821.31"
"9/10/2023","Deposit","55.47"
"11/7/2023","Transfer","2747.29"
"7/11/2023","Transfer","1466.79"
"1/3/2023","Transfer","1071.32"
"6/7/2023","Deposit","4336.38"
"7/5/2023","Transfer","3628.59"
"5/21/2023","Withdrawal","4950.98"
"11/21/2023","Withdrawal","3311.21"
"2/20/2023","Withdrawal","4477.88"
"11/6/2023","Deposit","600.5"
"6/28/2023","Transfer","3616.59"
"6/4/2023","Withdrawal","440.26"
"9/25/2023","Transfer","481.91"
"4/23/2023","Deposit","4290.6"
"4/30/2023","Deposit","1806.83"
"3/30/2023","Withdrawal","1589"
"4/16/2023","Deposit","927.08"
"7/26/2023","Deposit","2429.86"
"1/31/2023","Transfer","1025.88"
"9/24/2023","Transfer","2693.86"
"6/13/2023","Withdrawal","3305.59"
"5/1/2023","Withdrawal","3278.01"
"5/14/2023","Transfer","1829.6"
"5/3/2023","Deposit","3523.15"
"10/28/2023","Withdrawal","1337.76"
"3/31/2023","Transfer","4040.33"
"3/13/2023","Deposit","10.57"
"12/25/2023","Deposit","4833.16"
"2/6/2023","Deposit","2173.53"
"4/11/2023","Withdrawal","1676.64"
"4/22/2023","Withdrawal","3126.17"
"1/30/2023","Transfer","4396.69"
"2/7/2023","Transfer","1769.33"
"7/26/2023","Transfer","359.51"
"6/15/2023","Transfer","1775.63"
"1/9/2023","Transfer","35.38"
"10/4/2023","Withdrawal","933.36"
"6/18/2023","Deposit","269.52"
"11/21/2023","Deposit","1944.05"
"10/2/2023","Withdrawal","308.15"
"9/6/2023","Deposit","4919.79"
"4/22/2023","Withdrawal","3911.76"
"3/21/2023","Deposit","2103.47"
"1/18/2023","Deposit","3954.21"
"3/21/2023","Transfer","2092.64"
"7/14/2023","Withdrawal","3238.94"
"7/18/2023","Deposit","4109.37"
"4/26/2023","Withdrawal","3425.17"
"2/1/2023","Withdrawal","431.71"
"8/11/2023","Transfer","226.99"
"3/29/2023","Transfer","2853.83"
"6/10/2023","Transfer","990.18"
"11/24/2023","Deposit","4920.62"
"11/6/2023","Deposit","91.31"
"4/13/2023","Deposit","3745.14"
"10/25/2023","Deposit","221.79"
"6/12/2023","Transfer","3058.25"
"4/12/2023","Withdrawal","2106.02"
"7/8/2023","Withdrawal","3167.79"
"11/12/2023","Withdrawal","3812.17"
"9/7/2023","Deposit","175.67"
"8/14/2023","Deposit","2611.09"
"5/4/2023","Deposit","4712.28"
"11/1/2023","Withdrawal","1096.74"
"10/6/2023","Deposit","396.57"
"11/20/2023","Withdrawal","3857.12"
"10/18/2023","Deposit","3709.79"
"10/5/2023","Withdrawal","1956.87"
"6/7/2023","Deposit","4152.93"
"1/3/2023","Transfer","2724.07"
"11/27/2023","Deposit","2382.05"
"1/10/2023","Withdrawal","4111.06"
"3/8/2023","Withdrawal","499.72"
"6/18/2023","Withdrawal","1127.26"
"2/19/2023","Transfer","2226.24"
"5/7/2023","Transfer","436.31"
"7/16/2023","Withdrawal","4979.4"
"1/15/2023","Withdrawal","1574.52"
"5/2/2023","Withdrawal","4739.25"
"2/17/2023","Deposit","2377.51"
"4/24/2023","Withdrawal","4623.35"
"1/6/2023","Deposit","2205.52"
"1/4/2023","Transfer","4075.48"
"10/6/2023","Transfer","3757.98"
"6/22/2023","Withdrawal","4735.01"
"11/17/2023","Transfer","3190.88"
"2/25/2023","Deposit","1143.15"
"1/15/2023","Deposit","2714.09"
"4/1/2023","Withdrawal","737.91"
"7/24/2023","Withdrawal","1681"
"9/4/2023","Transfer","3948.05"
"8/27/2023","Withdrawal","79.7"
"12/26/2023","Withdrawal","3108.11"
"1/9/2023","Withdrawal","3468"
"8/17/2023","Deposit","4499.96"
"8/5/2023","Transfer","3784.77"
"7/4/2023","Withdrawal","2020.08"
"7/14/2023","Withdrawal","3830.23"
"2/8/2023","Withdrawal","3131.14"
"2/9/2023","Deposit","2937.89"
"1/16/2023","Deposit","377.98"
"3/22/2023","Withdrawal","2703.02"
"4/1/2023","Transfer","4336.81"
"5/18/2023","Deposit","2189.89"
"6/30/2023","Withdrawal","3523.75"
"3/6/2023","Transfer","4519.65"
"4/25/2023","Withdrawal","2675.5"
"2/19/2023","Transfer","449.74"
"10/12/2023","Deposit","280.7"
"5/26/2023","Transfer","3990.54"
"6/29/2023","Deposit","173.19"
"12/29/2023","Deposit","4994.6"
"6/10/2023","Transfer","646.27"
"12/29/2023","Deposit","3877.94"
"9/24/2023","Transfer","4339.91"
"4/11/2023","Transfer","1539.08"
"5/28/2023","Deposit","2712.7"
"5/30/2023","Deposit","4762.35"
"8/12/2023","Deposit","4776.22"
"7/19/2023","Deposit","4651.26"
"10/18/2023","Deposit","1381.78"
"3/21/2023","Withdrawal","307.12"
"4/18/2023","Withdrawal","522.92"
"6/11/2023","Withdrawal","717.96"
"5/28/2023","Withdrawal","3361.67"
"7/24/2023","Withdrawal","4014.16"
"11/8/2023","Transfer","261.13"
"11/3/2023","Deposit","4453.12"
"12/17/2023","Withdrawal","3739.05"
"3/26/2023","Transfer","2656.13"
"2/19/2023","Transfer","4949.9"
"5/1/2023","Withdrawal","1333.28"
"6/2/2023","Withdrawal","1097.86"
"12/16/2023","Withdrawal","1680.67"
"7/18/2023","Withdrawal","2637.34"
"8/14/2023","Transfer","1940.32"
"9/17/2023","Deposit","4149.21"
"3/4/2023","Deposit","4473.51"
"10/5/2023","Transfer","4833.67"
"11/9/2023","Withdrawal","4093.07"
